Frequency,Expression,Reading,Meaning,MeaningCount,Exclude1,Exclude2,GenerateKR2JP,GenerateJP2KR,Image,IMM_Sentence,IMM_Image,IMM_Audio,IMM_SourceMedia
145,どんな,,,,,,,,,,,,
146,誰,,,,,,,,,,,,
147,による,,,,,,,,,,,,
148,次,,,,,,,,,,,,
149,かける,,,,,,,,,,,,
150,見せる,,,,,,,,,,,,
151,動く,,,,,,,,,,,,
152,となる,,,,,,,,,,,,
153,はず,,,,,,,,,,,,
154,子,,,,,,,,,,,,
155,歩く,,,,,,,,,,,,
156,こちら,,,,,,,,,,,,
157,きっと,,,,,,,,,,,,
158,意味,,,,,,,,,,,,
159,終わる,,,,,,,,,,,,
160,変わる,,,,,,,,,,,,
161,すぐに,,,,,,,,,,,,
162,気持ち,,,,,,,,,,,,
163,始める,,,,,,,,,,,,
164,大きい,,,,,,,,,,,,
165,ことになる,,,,,,,,,,,,
166,向かう,,,,,,,,,,,,
167,何も,,,,,,,,,,,,
168,受ける,,,,,,,,,,,,
169,日,,,,,,,,,,,,
170,年,,,,,,,,,,,,
171,教える,,,,,,,,,,,,
172,心配,,,,,,,,,,,,
173,心,,,,,,,,,,,,
174,立つ,,,,,,,,,,,,
175,おる,,,,,,,,,,,,
176,やめる,,,,,,,,,,,,
177,外,,,,,,,,,,,,
178,間,,,,,,,,,,,,
179,について,,,,,,,,,,,,
180,よりも,,,,,,,,,,,,
181,後,,,,,,,,,,,,
182,様子,,,,,,,,,,,,
183,忘れる,,,,,,,,,,,,
184,口,,,,,,,,,,,,
185,にとって,,,,,,,,,,,,
186,名前,,,,,,,,,,,,
187,大きな,,,,,,,,,,,,
188,信じる,,,,,,,,,,,,
189,すぎる,,,,,,,,,,,,
190,なのに,,,,,,,,,,,,
191,生きる,,,,,,,,,,,,
192,問題,,,,,,,,,,,,
193,理由,,,,,,,,,,,,
194,それでも,,,,,,,,,,,,
195,これから,,,,,,,,,,,,
196,以上,,,,,,,,,,,,
197,逃げる,,,,,,,,,,,,
198,多い,,,,,,,,,,,,
199,そういう,,,,,,,,,,,,
200,絶対,,,,,,,,,,,,
201,開く,,,,,,,,,,,,
202,今度,,,,,,,,,,,,
203,最後,,,,,,,,,,,,
204,最初,,,,,,,,,,,,
205,存在,,,,,,,,,,,,
206,誰か,,,,,,,,,,,,
207,初めて,,,,,,,,,,,,
208,書く,,,,,,,,,,,,
209,取る,,,,,,,,,,,,
210,高い,,,,,,,,,,,,
211,もちろん,,,,,,,,,,,,
212,かも,,,,,,,,,,,,
213,べき,,,,,,,,,,,,
214,入れる,,,,,,,,,,,,
215,体,,,,,,,,,,,,
216,答える,,,,,,,,,,,,
217,そのまま,,,,,,,,,,,,
218,置く,,,,,,,,,,,,
219,覚える,,,,,,,,,,,,
220,あり,,,,,,,,,,,,
221,無理,,,,,,,,,,,,
222,ご,,,,,,,,,,,,
223,残る,,,,,,,,,,,,
224,いけない,,,,,,,,,,,,
225,長い,,,,,,,,,,,,
226,普通,,,,,,,,,,,,
227,どういう,,,,,,,,,,,,
228,守る,,,,,,,,,,,,
229,とても,,,,,,,,,,,,
230,楽しい,,,,,,,,,,,,
231,どこか,,,,,,,,,,,,
232,夜,,,,,,,,,,,,
233,感じ,,,,,,,,,,,,
234,気,,,,,,,,,,,,
235,許す,,,,,,,,,,,,
236,もし,,,,,,,,,,,,
237,驚く,,,,,,,,,,,,
238,別に,,,,,,,,,,,,
239,離れる,,,,,,,,,,,,
240,いつ,,,,,,,,,,,,
241,消える,,,,,,,,,,,,
242,助ける,,,,,,,,,,,,
243,止める,,,,,,,,,,,,
244,困る,,,,,,,,,,,,
245,かかる,,,,,,,,,,,,
246,飲む,,,,,,,,,,,,
247,走る,,,,,,,,,,,,
248,以外,,,,,,,,,,,,
249,下,,,,,,,,,,,,
250,買う,,,,,,,,,,,,
251,足,,,,,,,,,,,,
252,説明,,,,,,,,,,,,
253,読む,,,,,,,,,,,,
254,女性,,,,,,,,,,,,
255,落ちる,,,,,,,,,,,,
256,このまま,,,,,,,,,,,,
257,つける,,,,,,,,,,,,
258,起きる,,,,,,,,,,,,
259,あまり,,,,,,,,,,,,
260,ことができる,,,,,,,,,,,,
261,続く,,,,,,,,,,,,
262,すぐ,,,,,,,,,,,,
263,決める,,,,,,,,,,,,
264,でもない,,,,,,,,,,,,
265,状況,,,,,,,,,,,,
266,関係,,,,,,,,,,,,
267,ことがある,,,,,,,,,,,,
268,いただく,,,,,,,,,,,,
269,先,,,,,,,,,,,,
270,伝える,,,,,,,,,,,,
271,ようになる,,,,,,,,,,,,
272,先に,,,,,,,,,,,,
273,夢,,,,,,,,,,,,
274,誰も,,,,,,,,,,,,
275,小さい,,,,,,,,,,,,
276,選ぶ,,,,,,,,,,,,
277,こういう,,,,,,,,,,,,
278,理解,,,,,,,,,,,,
279,場合,,,,,,,,,,,,
280,中,,,,,,,,,,,,
281,得る,,,,,,,,,,,,
282,深い,,,,,,,,,,,,
283,見つける,,,,,,,,,,,,
284,一度,,,,,,,,,,,,
285,方,,,,,,,,,,,,
286,ほしい,,,,,,,,,,,,
287,なぜ,,,,,,,,,,,,
288,昔,,,,,,,,,,,,
289,水,,,,,,,,,,,,
290,近く,,,,,,,,,,,,
291,進む,,,,,,,,,,,,
292,人,,,,,,,,,,,,
293,大変,,,,,,,,,,,,
294,としても,,,,,,,,,,,,
295,道,,,,,,,,,,,,
296,簡単,,,,,,,,,,,,
297,もの,,,,,,,,,,,,
298,変える,,,,,,,,,,,,
299,別,,,,,,,,,,,,
300,本,,,,,,,,,,,,
301,完全,,,,,,,,,,,,
302,状態,,,,,,,,,,,,
303,しっかり,,,,,,,,,,,,
304,行う,,,,,,,,,,,,
305,送る,,,,,,,,,,,,
306,形,,,,,,,,,,,,
307,上げる,,,,,,,,,,,,
308,近づく,,,,,,,,,,,,
309,乗る,,,,,,,,,,,,
310,与える,,,,,,,,,,,,
311,勝手,,,,,,,,,,,,
312,的,,,,,,,,,,,,
313,結果,,,,,,,,,,,,
314,ために,,,,,,,,,,,,
315,朝,,,,,,,,,,,,
316,新しい,,,,,,,,,,,,
317,急,,,,,,,,,,,,
318,ようにする,,,,,,,,,,,,
319,自分で,,,,,,,,,,,,
320,元,,,,,,,,,,,,
321,最近,,,,,,,,,,,,
322,大,,,,,,,,,,,,
323,決まる,,,,,,,,,,,,
324,準備,,,,,,,,,,,,
325,近い,,,,,,,,,,,,
326,失う,,,,,,,,,,,,
327,不安,,,,,,,,,,,,
328,残す,,,,,,,,,,,,
329,安心,,,,,,,,,,,,
330,大事,,,,,,,,,,,,
331,ほとんど,,,,,,,,,,,,
332,認める,,,,,,,,,,,,
333,特に,,,,,,,,,,,,
334,求める,,,,,,,,,,,,
335,用意,,,,,,,,,,,,
336,少ない,,,,,,,,,,,,
337,まず,,,,,,,,,,,,
338,ことにする,,,,,,,,,,,,
339,始まる,,,,,,,,,,,,
340,家族,,,,,,,,,,,,
341,似る,,,,,,,,,,,,
342,用,,,,,,,,,,,,
343,元気,,,,,,,,,,,,
344,に対して,,,,,,,,,,,,
345,生む,,,,,,,,,,,,
346,思い,,,,,,,,,,,,
347,なかなか,,,,,,,,,,,,
348,たくさん,,,,,,,,,,,,
349,目的,,,,,,,,,,,,
350,合う,,,,,,,,,,,,
351,生活,,,,,,,,,,,,
352,方法,,,,,,,,,,,,
353,なくなる,,,,,,,,,,,,
354,切る,,,,,,,,,,,,
355,後,,,,,,,,,,,,
356,分,,,,,,,,,,,,
357,つく,,,,,,,,,,,,
358,としては,,,,,,,,,,,,
359,十分,,,,,,,,,,,,
360,働く,,,,,,,,,,,,
361,若い,,,,,,,,,,,,
362,歳,,,,,,,,,,,,
363,調べる,,,,,,,,,,,,
364,急ぐ,,,,,,,,,,,,
365,必ず,,,,,,,,,,,,
366,かどうか,,,,,,,,,,,,
367,途中,,,,,,,,,,,,
368,側,,,,,,,,,,,,
369,見つかる,,,,,,,,,,,,
370,重い,,,,,,,,,,,,
371,期待,,,,,,,,,,,,
372,集まる,,,,,,,,,,,,
373,その後,,,,,,,,,,,,
374,ないと,,,,,,,,,,,,
375,考え,,,,,,,,,,,,
376,住む,,,,,,,,,,,,
377,大切,,,,,,,,,,,,
378,毎日,,,,,,,,,,,,
379,広い,,,,,,,,,,,,
380,やすい,,,,,,,,,,,,
381,自由,,,,,,,,,,,,
382,になると,,,,,,,,,,,,
383,ないか,,,,,,,,,,,,
384,原因,,,,,,,,,,,,
385,けど,,,,,,,,,,,,
386,俺,,,,,,,,,,,,
387,はい,,,,,,,,,,,,
388,うん,,,,,,,,,,,,
389,お前,,,,,,,,,,,,
390,彼女,,,,,,,,,,,,
391,君,,,,,,,,,,,,
392,みたい,,,,,,,,,,,,
393,大丈夫,,,,,,,,,,,,
394,ちゃん,,,,,,,,,,,,
395,わかる,,,,,,,,,,,,
396,僕,,,,,,,,,,,,
397,なんか,,,,,,,,,,,,
398,ください,,,,,,,,,,,,
399,笑う,,,,,,,,,,,,
400,なんだ,,,,,,,,,,,,
401,なんだ,,,,,,,,,,,,
402,分かる,,,,,,,,,,,,
403,様,,,,,,,,,,,,
404,まあ,,,,,,,,,,,,
405,ええ,,,,,,,,,,,,
406,女,,,,,,,,,,,,
407,だけど,,,,,,,,,,,,
408,二人,,,,,,,,,,,,
409,者,,,,,,,,,,,,
410,やっぱり,,,,,,,,,,,,
411,ちゃんと,,,,,,,,,,,,
412,こっち,,,,,,,,,,,,
413,すごい,,,,,,,,,,,,
414,確かに,,,,,,,,,,,,
415,聞こえる,,,,,,,,,,,,
416,なんで,,,,,,,,,,,,
417,先生,,,,,,,,,,,,
418,だろうか,,,,,,,,,,,,
419,まさか,,,,,,,,,,,,
420,ようだ,,,,,,,,,,,,
421,そうだ,,,,,,,,,,,,
422,なんです,,,,,,,,,,,,
423,けれど,,,,,,,,,,,,
424,まるで,,,,,,,,,,,,
425,他,,,,,,,,,,,,
426,殺す,,,,,,,,,,,,
427,事,,,,,,,,,,,,
428,じゃないか,,,,,,,,,,,,
429,胸,,,,,,,,,,,,
430,さっき,,,,,,,,,,,,
431,思い出す,,,,,,,,,,,,
432,あんた,,,,,,,,,,,,
433,おい,,,,,,,,,,,,
434,一番,,,,,,,,,,,,
435,一人,,,,,,,,,,,,
436,ありがとう,,,,,,,,,,,,
437,そうか,,,,,,,,,,,,
438,頼む,,,,,,,,,,,,
439,一つ,,,,,,,,,,,,
440,表情,,,,,,,,,,,,
441,ごめん,,,,,,,,,,,,
442,怖い,,,,,,,,,,,,
443,良い,,,,,,,,,,,,
444,ゆっくり,,,,,,,,,,,,
445,つまり,,,,,,,,,,,,
446,だったら,,,,,,,,,,,,
447,腕,,,,,,,,,,,,
448,そう,,,,,,,,,,,,
449,それから,,,,,,,,,,,,
450,ほら,,,,,,,,,,,,
451,欲しい,,,,,,,,,,,,
452,やはり,,,,,,,,,,,,
453,確認,,,,,,,,,,,,
454,そうです,,,,,,,,,,,,
455,全部,,,,,,,,,,,,
456,何度,,,,,,,,,,,,
457,そんなに,,,,,,,,,,,,
458,子供,,,,,,,,,,,,
459,二,,,,,,,,,,,,
460,光,,,,,,,,,,,,
461,おかしい,,,,,,,,,,,,
462,寝る,,,,,,,,,,,,
463,なのだ,,,,,,,,,,,,
464,なるほど,,,,,,,,,,,,
465,もん,,,,,,,,,,,,
466,小さな,,,,,,,,,,,,
467,瞬間,,,,,,,,,,,,
468,気がする,,,,,,,,,,,,
469,今まで,,,,,,,,,,,,
470,優しい,,,,,,,,,,,,
471,嫌,,,,,,,,,,,,
472,あいつ,,,,,,,,,,,,
473,ううん,,,,,,,,,,,,
474,明日,,,,,,,,,,,,
475,泣く,,,,,,,,,,,,
476,頑張る,,,,,,,,,,,,
477,怒る,,,,,,,,,,,,
478,はずだ,,,,,,,,,,,,
479,あんな,,,,,,,,,,,,
480,娘,,,,,,,,,,,,
481,今回,,,,,,,,,,,,
482,やつ,,,,,,,,,,,,
483,昨日,,,,,,,,,,,,
484,ですから,,,,,,,,,,,,
485,変,,,,,,,,,,,,
486,探す,,,,,,,,,,,,
487,しかも,,,,,,,,,,,,
488,返す,,,,,,,,,,,,
489,国,,,,,,,,,,,,
490,当然,,,,,,,,,,,,
491,座る,,,,,,,,,,,,
492,でしょうか,,,,,,,,,,,,
493,ではある,,,,,,,,,,,,
494,黙る,,,,,,,,,,,,
495,気づく,,,,,,,,,,,,
496,しばらく,,,,,,,,,,,,
497,いえ,,,,,,,,,,,,
498,隠す,,,,,,,,,,,,
499,気になる,,,,,,,,,,,,
500,奥,,,,,,,,,,,,
501,向ける,,,,,,,,,,,,
502,笑顔,,,,,,,,,,,,
503,かなり,,,,,,,,,,,,
504,軽い,,,,,,,,,,,,
505,目の前,,,,,,,,,,,,
506,お願い,,,,,,,,,,,,
507,開ける,,,,,,,,,,,,
508,せい,,,,,,,,,,,,
509,まったく,,,,,,,,,,,,
510,女の子,,,,,,,,,,,,
511,こんなに,,,,,,,,,,,,
512,しかない,,,,,,,,,,,,
513,ならば,,,,,,,,,,,,
514,とにかく,,,,,,,,,,,,
515,ことはない,,,,,,,,,,,,
516,痛い,,,,,,,,,,,,
517,敵,,,,,,,,,,,,
518,一,,,,,,,,,,,,
519,実は,,,,,,,,,,,,
520,後ろ,,,,,,,,,,,,
521,そこまで,,,,,,,,,,,,
522,物,,,,,,,,,,,,
523,さらに,,,,,,,,,,,,
524,髪,,,,,,,,,,,,
525,一瞬,,,,,,,,,,,,
526,落ち着く,,,,,,,,,,,,
527,どうした,,,,,,,,,,,,
528,隣,,,,,,,,,,,,
529,不思議,,,,,,,,,,,,
530,戦う,,,,,,,,,,,,
531,さあ,,,,,,,,,,,,
532,こいつ,,,,,,,,,,,,
533,現れる,,,,,,,,,,,,
534,もん,,,,,,,,,,,,
535,そろそろ,,,,,,,,,,,,
536,私たち,,,,,,,,,,,,
537,記憶,,,,,,,,,,,,
538,彼ら,,,,,,,,,,,,
539,すべて,,,,,,,,,,,,
540,学校,,,,,,,,,,,,
541,情報,,,,,,,,,,,,
542,意識,,,,,,,,,,,,
543,というのは,,,,,,,,,,,,
544,肩,,,,,,,,,,,,
545,色,,,,,,,,,,,,
546,触れる,,,,,,,,,,,,
547,勝つ,,,,,,,,,,,,
548,結局,,,,,,,,,,,,
549,三,,,,,,,,,,,,
550,全然,,,,,,,,,,,,
551,上がる,,,,,,,,,,,,
552,げ,,,,,,,,,,,,
553,動き,,,,,,,,,,,,
554,白い,,,,,,,,,,,,
555,指,,,,,,,,,,,,
556,可能性,,,,,,,,,,,,
557,赤い,,,,,,,,,,,,
558,失礼,,,,,,,,,,,,
559,幸せ,,,,,,,,,,,,
560,負ける,,,,,,,,,,,,
561,背中,,,,,,,,,,,,
562,反応,,,,,,,,,,,,
563,壁,,,,,,,,,,,,
564,どうやら,,,,,,,,,,,,
565,いきなり,,,,,,,,,,,,
566,空,,,,,,,,,,,,
567,約束,,,,,,,,,,,,
568,血,,,,,,,,,,,,
569,服,,,,,,,,,,,,
570,恥ずかしい,,,,,,,,,,,,
571,過ぎる,,,,,,,,,,,,
572,事実,,,,,,,,,,,,
573,静か,,,,,,,,,,,,
574,すむ,,,,,,,,,,,,
575,行動,,,,,,,,,,,,
576,友達,,,,,,,,,,,,
577,突然,,,,,,,,,,,,
578,喜ぶ,,,,,,,,,,,,
579,止まる,,,,,,,,,,,,
580,命,,,,,,,,,,,,
581,自身,,,,,,,,,,,,
582,想像,,,,,,,,,,,,
583,面白い,,,,,,,,,,,,
584,父,,,,,,,,,,,,
585,身,,,,,,,,,,,,
586,渡す,,,,,,,,,,,,
587,名,,,,,,,,,,,,
588,ようやく,,,,,,,,,,,,
589,全員,,,,,,,,,,,,
590,頃,,,,,,,,,,,,
591,そもそも,,,,,,,,,,,,
592,空気,,,,,,,,,,,,
593,再び,,,,,,,,,,,,
594,着る,,,,,,,,,,,,
595,母,,,,,,,,,,,,
596,首,,,,,,,,,,,,
597,美しい,,,,,,,,,,,,
598,一体,,,,,,,,,,,,
599,店,,,,,,,,,,,,
600,程度,,,,,,,,,,,,
601,届く,,,,,,,,,,,,
602,さて,,,,,,,,,,,,
603,難しい,,,,,,,,,,,,
604,向こう,,,,,,,,,,,,
605,神,,,,,,,,,,,,
606,気分,,,,,,,,,,,,
607,耳,,,,,,,,,,,,
608,ごめんなさい,,,,,,,,,,,,
609,通り,,,,,,,,,,,,
610,ひどい,,,,,,,,,,,,
611,むしろ,,,,,,,,,,,,
612,飛ぶ,,,,,,,,,,,,
613,眠る,,,,,,,,,,,,
614,仲間,,,,,,,,,,,,
615,でない,,,,,,,,,,,,
616,さすがに,,,,,,,,,,,,
617,山,,,,,,,,,,,,
618,感情,,,,,,,,,,,,
619,ぐらい,,,,,,,,,,,,
620,結構,,,,,,,,,,,,
621,危険,,,,,,,,,,,,
622,以前,,,,,,,,,,,,
623,もう一度,,,,,,,,,,,,
624,ありがとうございます,,,,,,,,,,,,
625,どうぞ,,,,,,,,,,,,
626,済む,,,,,,,,,,,,
627,とりあえず,,,,,,,,,,,,
628,任せる,,,,,,,,,,,,
629,遅い,,,,,,,,,,,,
630,気にする,,,,,,,,,,,,
631,いくら,,,,,,,,,,,,
632,本気,,,,,,,,,,,,
633,正直,,,,,,,,,,,,
634,いる,,,,,,,,,,,,
635,動かす,,,,,,,,,,,,
636,事件,,,,,,,,,,,,
637,そういえば,,,,,,,,,,,,
638,おりる,,,,,,,,,,,,
639,起こす,,,,,,,,,,,,
640,周囲,,,,,,,,,,,,
641,海,,,,,,,,,,,,
642,すでに,,,,,,,,,,,,
643,叫ぶ,,,,,,,,,,,,
644,引く,,,,,,,,,,,,
645,返事,,,,,,,,,,,,
646,逆,,,,,,,,,,,,
647,捨てる,,,,,,,,,,,,
648,甘い,,,,,,,,,,,,
649,遊ぶ,,,,,,,,,,,,
650,窓,,,,,,,,,,,,
651,あれ,,,,,,,,,,,,
652,結婚,,,,,,,,,,,,
653,会話,,,,,,,,,,,,
654,戻ってくる,,,,,,,,,,,,
655,どうしたの,,,,,,,,,,,,
656,邪魔,,,,,,,,,,,,
657,腰,,,,,,,,,,,,
658,その時,,,,,,,,,,,,
659,うまい,,,,,,,,,,,,
660,握る,,,,,,,,,,,,
661,確か,,,,,,,,,,,,
662,いっぱい,,,,,,,,,,,,
663,部分,,,,,,,,,,,,
664,無事,,,,,,,,,,,,
665,せっかく,,,,,,,,,,,,
666,起こる,,,,,,,,,,,,
667,風,,,,,,,,,,,,
668,であろう,,,,,,,,,,,,
669,熱い,,,,,,,,,,,,
670,意外,,,,,,,,,,,,
671,これ以上,,,,,,,,,,,,
672,間違いない,,,,,,,,,,,,
673,流れる,,,,,,,,,,,,
674,花,,,,,,,,,,,,
675,涙,,,,,,,,,,,,
676,やってくる,,,,,,,,,,,,
677,倒れる,,,,,,,,,,,,
678,人生,,,,,,,,,,,,
679,一人で,,,,,,,,,,,,
680,もう少し,,,,,,,,,,,,
681,襲う,,,,,,,,,,,,
682,所,,,,,,,,,,,,
683,料理,,,,,,,,,,,,
684,決して,,,,,,,,,,,,
685,愛する,,,,,,,,,,,,
686,黒い,,,,,,,,,,,,
687,冷たい,,,,,,,,,,,,
688,合わせる,,,,,,,,,,,,
689,楽しむ,,,,,,,,,,,,
690,自然,,,,,,,,,,,,
691,周り,,,,,,,,,,,,
692,納得,,,,,,,,,,,,
693,珍しい,,,,,,,,,,,,
694,どうも,,,,,,,,,,,,
695,いいから,,,,,,,,,,,,
696,どうしても,,,,,,,,,,,,
697,疲れる,,,,,,,,,,,,
698,必死,,,,,,,,,,,,
699,前に,,,,,,,,,,,,
700,内,,,,,,,,,,,,
701,追う,,,,,,,,,,,,
702,激しい,,,,,,,,,,,,
703,場,,,,,,,,,,,,
704,食う,,,,,,,,,,,,
705,慣れる,,,,,,,,,,,,
706,勢い,,,,,,,,,,,,
707,答え,,,,,,,,,,,,
708,落とす,,,,,,,,,,,,
709,同時に,,,,,,,,,,,,
710,判断,,,,,,,,,,,,
711,横,,,,,,,,,,,,
712,町,,,,,,,,,,,,
713,報告,,,,,,,,,,,,
714,食事,,,,,,,,,,,,
715,緊張,,,,,,,,,,,,
716,金,,,,,,,,,,,,
717,受け取る,,,,,,,,,,,,
718,まずは,,,,,,,,,,,,
719,感謝,,,,,,,,,,,,
720,日本,,,,,,,,,,,,
721,つい,,,,,,,,,,,,
722,並ぶ,,,,,,,,,,,,
723,避ける,,,,,,,,,,,,
724,連絡,,,,,,,,,,,,
725,奪う,,,,,,,,,,,,
726,過ごす,,,,,,,,,,,,
727,狙う,,,,,,,,,,,,
728,向く,,,,,,,,,,,,
729,諦める,,,,,,,,,,,,
730,足りる,,,,,,,,,,,,
731,いろいろ,,,,,,,,,,,,
732,そうする,,,,,,,,,,,,
733,話をする,,,,,,,,,,,,
734,望む,,,,,,,,,,,,
735,一応,,,,,,,,,,,,
736,救う,,,,,,,,,,,,
737,特別,,,,,,,,,,,,
738,帰ってくる,,,,,,,,,,,,
739,時代,,,,,,,,,,,,
740,いらっしゃる,,,,,,,,,,,,
741,いつか,,,,,,,,,,,,
742,終わり,,,,,,,,,,,,
743,語る,,,,,,,,,,,,
744,繰り返す,,,,,,,,,,,,
745,助かる,,,,,,,,,,,,
746,点,,,,,,,,,,,,
747,ところで,,,,,,,,,,,,
748,運ぶ,,,,,,,,,,,,
749,素直,,,,,,,,,,,,
750,よし,,,,,,,,,,,,
751,態度,,,,,,,,,,,,
752,失敗,,,,,,,,,,,,
753,木,,,,,,,,,,,,
754,全く,,,,,,,,,,,,
755,それぞれ,,,,,,,,,,,,
756,内容,,,,,,,,,,,,
757,と言われる,,,,,,,,,,,,
758,示す,,,,,,,,,,,,
759,妙,,,,,,,,,,,,
760,あんまり,,,,,,,,,,,,
761,冗談,,,,,,,,,,,,
762,自ら,,,,,,,,,,,,
763,低い,,,,,,,,,,,,
764,わざわざ,,,,,,,,,,,,
765,そっち,,,,,,,,,,,,
766,雰囲気,,,,,,,,,,,,
767,はっきり,,,,,,,,,,,,
768,移動,,,,,,,,,,,,
769,手伝う,,,,,,,,,,,,
770,過去,,,,,,,,,,,,
771,描く,,,,,,,,,,,,
772,余裕,,,,,,,,,,,,
773,なんとか,,,,,,,,,,,,
774,出会う,,,,,,,,,,,,
775,と言う,,,,,,,,,,,,
