Frequency,Expression,Reading,Meaning,MeaningCount,Exclude1,Exclude2,GenerateKR2JP,GenerateJP2KR,Image,IMM_Sentence,IMM_Image,IMM_Audio,IMM_SourceMedia
4650,気軽,,"1. 사물에 구애받지 않고 선뜻선뜻 처신하는 모양: 부담 없음, 소탈함, 선선함. (=気さく), (↔気重) 2. 부담없이. 가볍게. 가벼운 마음으로 3. 선뜻, 가벼운 마음으로",,,,,,,,,,
4662,さりげない,,"1. 아무렇지도 않은 듯하다, 그런 티를 보이지 않다.",,,,,,,,,,
4689,前向き,,"1. 정면으로 향함, 앞쪽을 향함. 2. 사고방식이 발전적[건설적]·적극적·긍정적임. 3. 조선 앞으로 굽은 날개",,,,,,,,,,
4697,広大,,"1. 굉대, 광대, 넓고 큼. (↔狭小) 2. 広くて大きい様子。宏大。 3. 기개와 도량이 큼.",,,,,,,,,,
4703,賑やか,,"1. 활기참. 2. 흥청거림, 번화함, 북적임. 3. 명랑하게 떠드는 모양.",,,,,,,,,,
4706,青白い,,"1. 희푸르다, 파르께하다, 푸르스름하다. 2. 창백하다, 파리하다, 얼굴에 핏기가 없다, 해쓱하다.",,,,,,,,,,
4731,頼りない,,"1. 믿음직스럽지 못하다, 믿을 수 없다, 기대할 수 없다. 2. 의지할 곳[사람]이 없다. 3. 반응이 없다, 감각에 별로 자극을 주지 않다.",,,,,,,,,,
4760,存分,,"1. 뜻대로, 생각대로, 마음껏, 흡족하게. 2. 마음대로, 만족할 만큼, 마음껏, 실컷. 3. 자기 의견을 끝까지 견지(堅持)함, 멋대로 행동함.",,,,,,,,,,
4790,誇らしい,,"1. 자랑스럽다, 뽐내고 싶다.",,,,,,,,,,
4799,力ない,,"1. 힘없다, 맥없다, 기력이 없다. 2. 힘없는 목소리.",,,,,,,,,,
4836,愛らしい,,"1. 귀엽다, 사랑스럽다. 2. 사랑스러운 꽃. 3. 귀엽다, 사랑스럽다.",,,,,,,,,,
4863,的確,,"1. 적확, 딱[꼭] 들어맞음. 2. (→的確) 3. 딱 들어맞는 어역.",,,,,,,,,,
4873,心強い,,"1. 마음 든든하다, 미덥다, 믿음직스럽다. (=気じょうぶだ), (↔心細い)",,,,,,,,,,
4889,忠実,,"1. 귀찮아하지 않음, 부지런함, 근면함, 충실함. 2. 몸이 건강함. (=すこやか) 3. 진실, 성실. (=まじめ, ほんき)",,,,,,,,,,
4905,頻繁,,"1. 빈번(함), 잦음. 2. 頻繁 ひんぱん . 3. 빈번하게",,,,,,,,,,
4909,独自,,"1. 독자(적). 2. 자기 혼자, 단독. 3. 독특함, (다른 것과 구별되는) 그 자체만의 특유함.",,,,,,,,,,
4947,気の毒,,"1. 딱함, 가엾음, 불쌍함. 2. (폐를 끼쳐) 미안스러움(본디, 자기가 귀찮음을 당함의 뜻). 3. 고어 멋쩍음.",,,,,,,,,,
4957,ささやか,,"1. 작음, 자그마함, 아담함, 조촐함. 2. 사소함, 보잘것없음, 변변찮음. 3. 변변찮은 집.",,,,,,,,,,
4967,好き勝手,,1. (제각기) 자기 좋을 대로만 하는 모양.,,,,,,,,,,
4971,頑丈,,"1. 완장, 튼튼하고 어기참, 옹골참. 2. 고어 말이 뛰어나게 강건함; 또, 그 말. 3. 튼튼한 몸.",,,,,,,,,,
4973,険しい,,"1. 험하다. 2. (경사가) 가파르다. 3. (앞길이) 험난하다, 위태롭다, 험악하다.",,,,,,,,,,
5000,裏腹,,"1. 거꾸로 됨, 정반대, 모순됨. (=あべこべ) 2. 서로 이웃함, 등을 맞댐. 3. 죽음과 이웃함.",,,,,,,,,,
5026,にこやか,,"1. 상냥한 모양, 생글생글하는 모양, (마음속으로부터) 기뻐하는 모양. 2. にこにこするさま。 3. 생글거리는 얼굴.",,,,,,,,,,
5028,明白,,"1. 명백, 분명함. (↔あいまい) 2. 명백함, 분명함, 노골적. 3. 아어(雅語) 돌연함, 갑작스러움.",,,,,,,,,,
5041,小さい頃,,1. 작다. 2. 크지 않다. 3. 규모가 작다.,,,,,,,,,,
5065,静かに,,"1. 조용히, 고요히. (→静か) 2. 조용[고요]한 모양·상태. 3. 아무런 소리도 들리지 않음.",,,,,,,,,,
5084,厳重,,1. 엄중. 2. 医学・薬学・生命科学 rigorous diet 3. ビジネス・経済 close examination,,,,,,,,,,
5116,甲高い,,"1. 새되다, (목소리가) 높고 날카롭다. 2. 意味: 声が高く鋭いこと。例文: 彼女の甲高い笑い声が部屋中に響いた。",,,,,,,,,,
5117,ねえねえ,,"1. 저, 있잖아",,,,,,,,,,
5121,猛烈,,"1. 맹렬, 정도가 심함. 2. 맹렬 사원. 3. 굉장히 졸리다.",,,,,,,,,,
5132,真っ黒,,"1. 새까맘, 시커멈. (↔まっ白) 2. 시꺼먼 얼굴. 3. 새까만 머리.",,,,,,,,,,
5136,辛い,,"1. 맵다, 얼얼하다. 2. ((鹹い)) (맛이) 짜다. (=しおからい) 3. (술이) 독하다.",,,,,,,,,,
5141,みっともない,,"1. 꼴사납다, 보기 흉하다, 꼴불견이다. (=見苦しい) 2. とても見てられない。見た目にわるい。体裁がわるい。 3. 품위 없다",,,,,,,,,,
5142,だらしない,,"1. (복장 등이) 단정하지 못하다, 칠칠치 못하다. 2. (태도 등이) 야무지지 못하다, 흘게 늦다. 3. 체력·기력이 없다, 근성이 없다.",,,,,,,,,,
5194,控えめ,,"1. (사양하듯) 조심함, 소극적임, 삼감. 2. (양이나 정도를 보통보다) 적은 듯이 함. 3. 당분이 적음, 저당",,,,,,,,,,
5206,不敵,,"1. 대담하여 두려워하지 않음. 2. 염치없이 뻔뻔스러움. 3. 두려움이 없는 얼굴, 다부진 표정.",,,,,,,,,,
5216,もどかしい,,"1. (생각대로 되지 않아) 안타깝다, 애타다, 초조하다, 답답하다. (=じれったい, はがゆい) 2. 고어 비난하고 싶어지다, 비난할 만하다. 3. 思うようにならず苛立つ。物事が捗らないので、いらいらする。じれったい。歯痒い。",,,,,,,,,,
5218,未熟,,1. 미숙. 2. 덜 익음. 3. 서투름.,,,,,,,,,,
5219,切,,"1. 간절함. 2. ((〆切)) (기한의) 마감, 마감 날짜. 3. ((閉め切り)) (문 등이) 늘 닫혀 있음.",,,,,,,,,,
5231,重たい,,"1. 무겁다. 2. 묵직하다. 3. 답답하다, 우울하다.",,,,,,,,,,
5246,大切な人,,"1. 중요함, 귀중함, 소중함. 2. 소중히 여겨 조심히 다루는 모양. 3. 사람.",,,,,,,,,,
5279,豊富,,"1. 풍부, 넉넉하고 많은 것. 2. 도요토미 3. 풍부한 자원.",,,,,,,,,,
5291,可憐,,"1. 귀여움, 사랑스러움. 2. 가련함, 애처로움. 3. 귀여운 꽃.",,,,,,,,,,
5299,愕然,,"1. 악연, 깜짝 놀라는 모양. 2. 愕然 がくぜん , ひどく 驚 おどろ いてぼうっとすること. 3. びっくりして 顔色 かおいろ が 変 か わること.",,,,,,,,,,
5302,多,,"1. 많음. (↔少) 2. 다…, 많은. 3. 고어 많음, 다수.",,,,,,,,,,
5303,密か,,"1. 가만히·몰래 함. (=こっそり) 2. 아어(雅語) 내밀(內密), 비밀. 3. 「ひそか」参照。",,,,,,,,,,
5333,神妙,,"1. 기특함, 칭찬할 만함. (=殊勝, 感心) 2. 온순하고 얌전함. (=すなお) 3. 신묘, 불가사의. (=しんびょう)",,,,,,,,,,
5356,微笑ましい,,"1. 호감이 가다, 흐뭇하다, 저절로 미소 짓게 되다. 2. 호감이 가다, 흐뭇하다, 저절로 미소 짓게 되다. (=ほほえましい)",,,,,,,,,,
5391,ややこしい,,"1. 복잡해서 알기 어렵다, 까다롭다. (=ややっこしい) 2. 物事がこんがらがって難しい。複雑だ。厄介だ。面倒だ。とくに西日本方面でよく用いられる。",,,,,,,,,,
5405,大嫌い,,1. 몹시 싫음. 2. 아주 싫은 녀석. 3. 드라마 크리스마스 따위 정말 싫어!,,,,,,,,,,
5411,適切,,1. 적절(함). 2. 적절하지 못하다. 3. 적절한 조치.,,,,,,,,,,
5427,別々,,"1. 냉동공학 수직형 수도 꼭지(垂直形~) 2. 別々 (べつべつ) : 따로따로, 각자. 3. 별개의. 다른",,,,,,,,,,
5448,堅い,,"1. 단단하다, 딱딱하다, 굳다. (↔もろい, やわらかい) 2. (물체 등이) 단단하다. 3. (의지·의리·행실 등이) 굳다.",,,,,,,,,,
5450,愛おしい,,"1. 몹시 귀엽다, 사랑스럽다. 2. 가엾다, 불쌍하다, 애처롭다. 3. 괴롭다, 곤란하다.",,,,,,,,,,
5453,古,,"1. 낡음, 헌 것. 2. 나이가 들어 경험을 쌓은. 3. 이전에 그 상태에 있었던.",,,,,,,,,,
5462,息苦しい,,"1. 숨이 막히다, 답답하다.",,,,,,,,,,
5487,黙々,,,,,,,,,,,,
5497,好きなだけ,,1. 좋아함. (↔きらい) 2. 호색(好色). 3. 호기심.,,,,,,,,,,
5500,華奢,,"1. (몸매·모습 등이) 기품 있게 날씬함, 가냘픔, 섬세하고 연약한 모양. (↔がんじょう) 2. (물건의 만듦새가) 견고하지 않음; 튼튼하지 않음; 또, 그런 모양. 3. 고어 풍류(風流). (=だて)",,,,,,,,,,
5568,滅多に,,"1. (뒤에 부정(否定)의 말이 따라서) 좀처럼, 좀체, (특별한 경우 외에는) 거의, 여간해서는.",,,,,,,,,,
5577,足早,,"1. 잰 걸음, 걸음이 빠름. 2. 잰걸음으로 걷다.",,,,,,,,,,
5652,手早い,,"1. 재빠르다, 잽싸다.",,,,,,,,,,
5697,快い,,"1. 기분이 좋다, 상쾌[유쾌]하다, 시원하다, 즐겁다. 2. 느낌이 좋다, 호의적이다, 스스럼없다. 3. 병세가 좋아지다.",,,,,,,,,,
5713,悪,,"1. 악, 나쁜 것, 도덕‧법률적 기준에 어긋나는 것. (↔善) 2. 악한 놈. 3. 보기 싫은 것, 불쾌한 것.",,,,,,,,,,
5716,大幅,,"1. 광폭. (↔小幅) 2. 보통보다 폭이 넓은 것[모양]. 3. 수량·규모 등의 변동이 큼: 대폭적임, 큰 폭임.",,,,,,,,,,
5739,少なくなる,,1. (양이나 수효 등이) 적다. (↔多い) 2. …이[가] 되다. 3. 다른 것으로[상태가] 되다.,,,,,,,,,,
5756,めでたい,,"1. 경사스럽다, 축하할 만하다. 2. (모든 일이) 순조롭다, 좋다. 3. (‘お’를 붙여서) 속기 쉽다, 호인(好人)이다, 어수룩하다.",,,,,,,,,,
5770,軽やか,,"1. 가붓함, 발랄하고 경쾌함. (=かるやか) 2. (→かろやか) 3. 경쾌하게 춤추다.",,,,,,,,,,
5772,貧しい,,"1. 빈약하다. 2. 가난하다, 궁하다. 3. 변변찮다, 보잘것없다.",,,,,,,,,,
5796,平,,"1. 평평함; 또, 평평한 것. 2. 평, 보통, 평범한 것. 3. 동작성을 가진 명사에 붙어 ‘단지 …하다'의 뜻을 나타냄.",,,,,,,,,,
5812,気恥ずかしい,,"1. 아어(雅語) 좀 부끄럽다, 창피하다, 멋쩍다.",,,,,,,,,,
5833,にわかに,,"1. 갑작스러운 모양. 2. 졸지(猝地)에, 돌연, 별안간. (=だしぬけ) 3. ‘俄狂言’의 준말, (좌흥(座興)을 돕기 위한) 즉흥적 희극.",,,,,,,,,,
5844,率直,,"1. 솔직함; 거짓이나 꾸밈이 없는 것; 또, 그 모양. 2. 솔직히 말하다. 3. 곧이곧대로 말하다.",,,,,,,,,,
5880,漠然,,1. 막연함. 2. 막연하게 3. 漠然 ばくぜん としている.,,,,,,,,,,
5881,心細い,,"1. 어쩐지 마음이 안 놓이다, 불안하다. (↔心強い) 2. 어쩐지 쓸쓸하다. 3. 주머니가 허전하다(호주머니가 거의 비어 불안하다).",,,,,,,,,,
5894,滑らか,,"1. 매끄러운 모양. 2. 매끈매끈한[미끄러운] 모양. 3. 거침없음, 순조로움, 막히지 않음. (=つかえない, スムース)",,,,,,,,,,
5943,少なからず,,"1. 적잖이, 많이, 매우, 몹시.",,,,,,,,,,
5954,頑固,,"1. 완고(함), 외고집. 2. 나쁜 상태가 오래감, 끈질김. 3. 완고한 아버지.",,,,,,,,,,
5968,儚い,,"1. 덧없다, 무상하다, 허무하다. 2. 헛되다.",,,,,,,,,,
5972,鮮明,,1. 선명. 2. 鮮明 せんめい . 3. 기치를 선명히 하다.,,,,,,,,,,
5984,最適,,"1. 최적. 2. 最適 さいてき . 3. 최적화, 특정 목적에 대해 가장 적절한 계획·설계를 하는 것.",,,,,,,,,,
5998,緩い,,"1. 느슨하다, 헐겁다, 헐렁하다. (↔きつい, かたい) 2. 완만하다. 3. 느리다.",,,,,,,,,,
6001,乏しい,,"1. 모자라다, 부족하다, 적다. (↔満ちる) 2. 가난하다. (↔富む) 3. 아어(雅語) (→とぼしい)",,,,,,,,,,
6005,久しい,,"1. 오래다, 오래되다. 2. 오래간만이다. 3. 고어 많은 시간이 필요하다.",,,,,,,,,,
6016,不可解,,1. 불가해. 2. 不可解 ふかかい . 3. ふかかいだ【不可解だ】,,,,,,,,,,
6024,雑,,"1. 뚜렷한 기준에 따라 분류된 것이 아니고 잡다한 것이 뒤섞여 있음. 2. 조잡함, 엉성함, 거칢. 3. 잡; 和歌·俳諧 분류의 하나로, 어느 항목에도 들지 않는 것을 한데 모은 부류(部類). (=雑歌)",,,,,,,,,,
6045,ぬるい,,"1. 미지근하다, 미적지근하다. 2. 완만하다. 3. 엄하지 않다, 미지근하다.",,,,,,,,,,
6047,窮屈,,"1. (꼭 끼어) 갑갑함, (비좁아) 답답함. 2. 거북함, 어려움. 3. 답답함.",,,,,,,,,,
6061,よさそう,,"1. 좋다. (↔悪い) 2. 만족할 만하다. 3. (佳い) 뛰어나다, 훌륭하다.",,,,,,,,,,
6082,痛っ,,"1. 아프다. 2. 육체적 고통을 느끼다. 3. 정신적 고통을 느끼다, 쓰리다, 뼈아프다.",,,,,,,,,,
6084,やかましい,,"1. 시끄럽다. 2. 떠들썩하다, 요란스럽다. 3. 성가시다, 까다롭다.",,,,,,,,,,
6090,良くなる,,"1. 좋다. (↔悪い) 2. 만족할 만하다. 3. (佳い) 뛰어나다, 훌륭하다.",,,,,,,,,,
6099,濃厚,,1. 농후. 2. 색·맛 등이 진한 모양. (↔淡泊) 3. 경향이 강해지는 모양. (↔希薄),,,,,,,,,,
6101,必死になって,,"1. 필사. 2. 반드시 죽음. 3. 죽기를 각오함, 전력을 다함. (=命がけ)",,,,,,,,,,
6103,丈夫,,"1. 건강함, 강건함. 2. 견고함, 튼튼함, 단단함. 3. 고어 굳세고 용감한 사나이. (=ますらお)",,,,,,,,,,
6121,無縁,,"1. 무연. 2. 인연이 없음, 관계가 없음. (↔有縁) 3. 연고자가 없음.",,,,,,,,,,
6140,絶妙,,1. 절묘. 2. 절묘한 재주. 3. 절묘한 플레이.,,,,,,,,,,
6165,惨め,,"1. 비참함, 참혹함. 2. 비참한 경험을 하다, 비참한 꼴을 당하다. 3. 비참해지다",,,,,,,,,,
6186,早,,"1. (명사와 함께 복합어를 만듦) (속도나 시각·시기 등이) 빠름, 이름. 2. ‘早打ち’의 준말, 화포 따위를 계속해서 빨리 쏘아 올리는 일. 3. 이미, 벌써, 어느덧. (=もう, すでに, もはや)",,,,,,,,,,
6191,軽々,,"1. 가뿐히, 거뜬히, 간단히.",,,,,,,,,,
6209,遅く,,"1. 늦게, 느지막이. 2. 늦다. 3. 느리다, 더디다. (=のろい), (↔速い)",,,,,,,,,,
6221,限りない,,"1. 무한하다, 한없다, 끝없다. 2. 최고다, 더없다. 3. 무수히 많다, 무수하다.",,,,,,,,,,
6230,緩やか,,"1. 느슨한 모양, 여유가 있는 모양. 2. 완만한 모양. 3. 움직임이 세지 않은 모양.",,,,,,,,,,
6246,過酷,,"1. 과혹, 지나치게 가혹함. 2. 과혹 사고, 초대형 원전 사고, 예상을 뛰어넘는 원자력 발전소 사고. (=シビアアクシデント) 3. 응징의 성격을 띤 공습.",,,,,,,,,,
6247,尊い,,"1. 고귀하다. (=たっとい) 2. (신분이) 높고 귀하다, 존귀하다. 3. 소중하다, 귀중하다.",,,,,,,,,,
6255,慌ただしい,,"1. 분주하다, 총망하다, 황망하다, 경황없다. (=せわしない) 2. 어수선하다, 부산하다.",,,,,,,,,,
6268,でっかい,,1. 속어 (→でかい),,,,,,,,,,
6281,嫌になる,,"1. 싫어지다. 2. 싫음, 하고 싶지 않음. (=嫌い), (↔好き) 3. 불쾌한 모양.",,,,,,,,,,
6299,真摯,,1. 진지(함). (=まじめ) 2. 진지한 3. 진지하게,,,,,,,,,,
6323,無難,,"1. 무난(함). 2. 흠잡을 만한 것이 없음, 특별히 좋지도 않지만 나쁘지도 않음. 3. 무사함, 위험한 일이 없음.",,,,,,,,,,
6324,いいって言う,,"1. 구어 좋다. (=よい) 2. (반어적으로) ‘나쁘다·꼴사납다’의 뜻을 나타냄. 3. 이이, 기뻐서 즐거워하는 모양.",,,,,,,,,,
6328,大きめ,,1. 조금 큼. (↔小さめ) 2. 약간 크다싶음.,,,,,,,,,,
6332,腹立たしい,,"1. 화가 나다, 괘씸하다.",,,,,,,,,,
6363,大きすぎる,,1. 크다. (↔小さい) 2. (형상이) 보통 정도를 넘다. 3. (수·양이) 많다.,,,,,,,,,,
6365,まれ,,"1. 드묾, 희소함, 좀처럼 없음. 2. 아어(雅語) …(이)더라도, …라도((‘もあれ’의 압축된 말씨)). 3. 말레",,,,,,,,,,
6379,うまくやる,,"1. ((美味い)) (음식물 등이) 맛있다. (=おいしい), (↔まずい) 2. 일이 자신의 뜻대로 되다, 형편이 좋다. (↔まずい) 3. ((上手い∙巧い)) 능란[능숙]하다, 솜씨가 좋다. (↔まずい)",,,,,,,,,,
6387,同等,,1. 동등. 2. 同等 どうとう . 3. 동등한 자격.,,,,,,,,,,
6396,奥深い,,1. 깊숙하다. 2. 뜻이 심오(深奧)하다. 3. 심오한 진리.,,,,,,,,,,
6403,抜群,,"1. 발군, 뛰어남, 출중함. 2. ビジネス・経済 outstanding 3. 효과가 탁월하다. 효과만점. 효과발군(こうかばつぐん)",,,,,,,,,,
6406,細長い,,"1. 길고 가느다랗다, 홀쪽하다. 2. 길쭉한 건물. 3. 좁고 긴 골목.",,,,,,,,,,
6407,稀,,"1. 드묾, 희소함, 좀처럼 없음. 2. 희…, 묽은, 희박한. 3. 매우 드물다, 드물게 보다.",,,,,,,,,,
6418,明らかになる,,"1. 밝음, 환함. 2. 분명함, 뚜렷함, 명백함. 3. …이[가] 되다.",,,,,,,,,,
6423,渋い,,"1. 떫다. 2. (표정이) 떠름하다, 지르퉁하다. 3. (화려하지 않고) 차분한 멋이 있다, 수수하다, 구성지다.",,,,,,,,,,
6434,大層,,"1. 어마어마함, 거창함, 과장함. 2. 매우, 몹시, 굉장히, 무척, 대단히. (=たいへん) 3. 속어 과대, 과장, 어마어마함. (=おおげさ, ぎょうさん)",,,,,,,,,,
6437,執拗,,"1. 집요(함). 2. 끈질김, 끈덕짐. 3. 고집이 셈, 완고함.",,,,,,,,,,
6462,有力,,1. 유력. (↔無力) 2. 有力 ゆうりょく . 3. 유력자.,,,,,,,,,,
6468,速やか,,"1. 빠름, 신속함, 조속함. 2. 조속히, 신속히. 3. 조속한, 빠른",,,,,,,,,,
6475,巧み,,"1. 교묘함, 솜씨가 좋음, 능란함. 2. 기교, 정교함, 자지러짐, 공들임. 3. (工み) 계교, 계략. (=たくらみ, はかりごと)",,,,,,,,,,
6520,ちっちゃい,,1. 속어 조그마하다. (=ちいさい) 2. 조그만 애.,,,,,,,,,,
6527,豪快,,1. 호쾌. 2. 豪快 ごうかい だ. 3. ごうかいに【豪快に】,,,,,,,,,,
6534,身勝手,,"1. 제멋대로 함, 방자(放恣), 염치없음. (=わがまま, 気まま, 自分勝手) 2. 몸, 신체, 일신, 제 몸, 자기 자신. 3. (뼈·껍데기에 대하여) 살, (나무의) 줄기.",,,,,,,,,,
6535,ほのか,,"1. 분명히 분간할 수 없는 모양: 아련함, 어렴풋함, 은은함. 2. 어렴풋이 듣다. 3. 은은한 단맛",,,,,,,,,,
6536,自在,,"1. 자재, 속박이 없이 마음대로임. 2. ‘自由鉤’의 준말; 붙박이 화로나 부뚜막 위에 걸어 놓고, 임의의 위치에 냄비·주전자 등을 달아맬 수 있도록 된 갈고리. 3. ‘自在天’의 준말, 자재천, 대천세계(大千世界)를 주재하는 신.",,,,,,,,,,
6547,好きなように,,1. 양악을 좋아한다. 2. 좋아함. (↔きらい) 3. 호색(好色).,,,,,,,,,,
6551,健全,,1. 건전. 2. 健全 けんぜん . 3. 건전한 정신은 건전한 신체에 깃들인다.,,,,,,,,,,
6556,良いこと,,"1. 좋다. (↔悪い) 2. 만족할 만하다. 3. (佳い) 뛰어나다, 훌륭하다.",,,,,,,,,,
6570,早急,,"1. 조급, 몹시 급함, 지급. 2. 조급함, 시급함, 매우 급함. (=さっきゅう(早急)) 3. 早急 さっきゅう だ, 気早 きばや だ.",,,,,,,,,,
6573,高らか,,"1. (음성이) 높은 모양： 드높이, 소리 높이.",,,,,,,,,,
6581,あっけない,,"1. 싱겁다, 어이없다, (기대에 못 미쳐서) 아쉽다.",,,,,,,,,,
6591,好ましい,,"1. 마음에 들다, 호감이 가다. 2. 바람직하다, 탐탁하다. (=のぞましい) 3. 호감이 가는 청년.",,,,,,,,,,
6602,長いこと,,1. 오래 기다리다. 2. 길다. 3. (공간적으로) 길다.,,,,,,,,,,
6605,自分勝手,,"1. 제멋대로 함. 2. 자기, 자신, 스스로. 3. 나, 저.",,,,,,,,,,
6609,明らかにする,,"1. 분명히 하다, 밝히다. 2. 밝음, 환함. 3. 분명함, 뚜렷함, 명백함.",,,,,,,,,,
6613,気安い,,"1. 마음 편하다, 거리낌 없다, 허물없다. 2. 허물없는 친구. 3. 허물없는 친구.",,,,,,,,,,
6630,疑わしい,,"1. 의심스럽다, 믿어지지 않는다, 불확실하다. 2. 수상쩍다, 수상하다. 3. 수상쩍은 일.",,,,,,,,,,
6649,荒々しい,,"1. 몹시 거칠다, 매우 난폭하다.",,,,,,,,,,
6655,生々しい,,1. 생생하다,,,,,,,,,,
6701,後ろめたい,,"1. 꺼림칙하다, 뒤가 켕기다[구리다], 떳떳[버젓]하지 못하다, 양심의 가책을 받다.",,,,,,,,,,
6702,痛々しい,,"1. 애처롭다, 딱하다.",,,,,,,,,,
6719,しなやか,,"1. (꼬부려도 모양이 흐트러지지 않고) 탄력성이 있으며 부드러운 모양: 낭창낭창함, 보들보들함, 연함. 2. 사람의 동작이 딱딱하지 않고 부드러운 모양: 자늑자늑함, 간들간들함, 나긋나긋함. 3. (생각이나 대응 방법이) 유연한 모양.",,,,,,,,,,
6730,いいかい,,"1. 구어 좋다. (=よい) 2. (반어적으로) ‘나쁘다·꼴사납다’의 뜻을 나타냄. 3. 근사하다, 멋있다. (=かっこうがいい, かっこい)",,,,,,,,,,
6740,しんどい,,"1. 힘이 들다, 골치 아프다, 벅차다, 어렵다. 2. 지치다, 녹초가 되다. 3. 体に重い荷物がのしかかっているかのようにだるい。疲れて体がうごかしにくい。くたびれた。",,,,,,,,,,
6745,強がる,,"1. 강한 것을 자랑하다, 강한 체하다.",,,,,,,,,,
6786,のんき,,"1. 성격이 느긋한 모양, 걱정·근심이 없는 모양, 무시근한 모양: 무사태평, 만사태평. 2. 고어 기분 전환. (=気晴らし, 気散じ) 3. 만사태평한 사람.",,,,,,,,,,
6796,たくましい,,"1. 몸이 억세 보이다, 늠름하다, 헌걸차다. 2. (의지 등이) 강하다, 씩씩하다, 어기차다. 3. (기세 등이) 왕성하다.",,,,,,,,,,
6814,重苦しい,,"1. 답답하다, 짓눌리는 것같이 괴롭다, 울적하다.",,,,,,,,,,
6820,著しい,,"1. 현저하다, 두드러지다, 명백하다. 2. ビジネス・経済 noticeably fluctuating goods",,,,,,,,,,
6835,強固,,"1. 공고, 굳음. 2. 強くしっかりしていて動かないさま。 3. 강고한 의지.",,,,,,,,,,
6863,潔い,,"1. (비겁한 데나 미련이 없이) 깨끗하다. 2. 결백하다, 떳떳하다, 꺼림칙한 데가 없다. 3. 맑다.",,,,,,,,,,
6864,細か,,"1. 잔 모양. 2. 자세한 모양. (↔大まか) 3. 자상한 모양, 세세한 모양. (→こまかい), (↔大まか)",,,,,,,,,,
6867,迅速,,"1. 신속, 재빠름. 2. 迅速 じんそく , 速 すみ やか. 3. 신속 과감.",,,,,,,,,,
6873,たやすい,,"1. 쉽다, 용이하다. (↔難しい) 2. 경솔하다. 3. 訳無くできるさま。容易だ。",,,,,,,,,,
6881,盛ん,,"1. 성함. 2. 기세가 좋음; 또, 맹렬함. 3. 번성함, 번창함.",,,,,,,,,,
6882,単独,,"1. 단독. 2. 법률 단독범. (↔共犯) 3. 단독 세대[가구], (미혼 또는 별거∙이혼∙사별∙자녀의 독립 등으로) 혼자 사는 것. (=単身世帯, シングル世帯)",,,,,,,,,,
6896,安易,,"1. 안이(함). 2. 손쉬움, 용이함. 3. (근심이 없이) 태평함.",,,,,,,,,,
6911,恋しい,,1. 그립다. 2. 어쩐지 그립다. 3. 그리운 사람.,,,,,,,,,,
6934,適度,,"1. 적도, 적당한 정도, 알맞은 정도. 2. 適度 てきど . 3. 알맞게 데치다[삶다].",,,,,,,,,,
6945,安らか,,"1. 편안함, 평화로움, 평온함, 안온함. 2. 편안히 죽다. 3. 편안한 임종.",,,,,,,,,,
6948,細かいこと,,"1. 잘다. 2. 작다, 잘다. 3. 대범하지 않다, 까다롭다.",,,,,,,,,,
6953,早く,,"1. 빠른 시각, 이른 시기. 2. 급히, 빨리, 어서. 3. 이른 시기에, 상당히 오래전에.",,,,,,,,,,
6977,一様,,"1. 동일함, 똑같음, 한결같음. (=同様) 2. 흔한 모양, 예사임, 그냥 보통임. (=普通) 3. 다방면에 걸쳐 많이 알고 있으나, 그 중 한 가지도 정말로 알지는 못하고 있다; 박식하지만 중요한 것을 모르는 데가 있다.",,,,,,,,,,
6983,多大,,"1. 다대(함), (수량이나 정도가) 매우 큼[많음]. (=たくさん) 2. 지명 부산광역시(釜山廣域市) 사하구(沙下區) 다대동(多大洞) 3. 지명 부산광역시(釜山廣域市) 사하구(沙下區) 다대2동(多大二洞)",,,,,,,,,,
6990,ガタガタ,,"1. 심하게 떨리어 움직이는 모양: 덜덜, 부들부들, 와들와들, 후들후들. 2. 단단한 물건이 부딪쳐서 나는 소리: 덜커덩덜커덩, 덜컹덜컹. 3. 짜임새가 엉성하거나 무너져[망가져] 가는 모양: 어근버근.",,,,,,,,,,
7007,絶大,,"1. 절대, 아주 큼.",,,,,,,,,,
7010,勇敢,,1. 용감함. 2. 勇敢 ゆうかん . 3. 용감히 싸우다.,,,,,,,,,,
7016,同一,,"1. 동일. 2. 같음. 3. 차이가 없음, 동등.",,,,,,,,,,
7033,怖い顔,,"1. 무섭다, 두렵다. 2. 겁나다. (=恐ろしい) 3. 걱정스럽다, 염려스럽다.",,,,,,,,,,
7045,見苦しい,,"1. 보기 흉하다, 볼꼴이 사납다. (=みっともない, みにくい), (↔見よい) 2. 사물을 보는 것이 거북하다, 보기 힘들다. 3. 꼴사나운 태도.",,,,,,,,,,
7050,活発,,"1. 元気で勢いの良い様。 2. 활발, 생기 있고 힘찬 모양. 3. 활발화, (기세나 기능 등이) 한층 더 활발해지는 것.",,,,,,,,,,
7058,過激,,"1. 과격. (↔穏当, 穏健) 2. 過激 かげき . 3. 과격화.",,,,,,,,,,
7066,喜ばしい,,"1. 경사스럽다, 기쁘다, 즐겁다. (↔悲しい) 2. 경사스러운 날이다.",,,,,,,,,,
7070,念入り,,"1. 매우 조심함, 정성 들임, 공들임, 꼼꼼함. 2. 꼼꼼하게",,,,,,,,,,
