Frequency,Expression,Reading,Meaning,MeaningCount,Exclude1,Exclude2,GenerateKR2JP,GenerateJP2KR,Image,IMM_Sentence,IMM_Image,IMM_Audio,IMM_SourceMedia
18946,かあ,,,,,,,,,,,,
18996,こそすれ,,,,,,,,,,,,
19106,と言うもの,,,,,,,,,,,,
19385,とか,,,,,,,,,,,,
19398,という所,,,,,,,,,,,,
19993,もやる,,,,,,,,,,,,
20018,と言うのも,,,,,,,,,,,,
20089,に依る,,,,,,,,,,,,
20166,により,,,,,,,,,,,,
20748,をば,,,,,,,,,,,,
20771,なんてね,,,,,,,,,,,,
20842,に於ける,,,,,,,,,,,,
20941,程なくして,,,,,,,,,,,,
21494,にも拘わらず,,,,,,,,,,,,
21555,かな,,,,,,,,,,,,
21566,ながら歩き,,,,,,,,,,,,
21682,と思しい,,,,,,,,,,,,
21728,と言えなくもない,,,,,,,,,,,,
21865,に連れて,,,,,,,,,,,,
21936,こそあれ,,,,,,,,,,,,
21961,かそこら,,,,,,,,,,,,
21981,という訳だ,,,,,,,,,,,,
22014,によって,,,,,,,,,,,,
22101,を以って,,,,,,,,,,,,
22179,という物,,,,,,,,,,,,
22362,かって,,,,,,,,,,,,
22673,に基づき,,,,,,,,,,,,
22747,っきゃ,,,,,,,,,,,,
22758,に於いて,,,,,,,,,,,,
22905,ねーねー,,,,,,,,,,,,
23430,迄,,,,,,,,,,,,
25075,にかわって,,,,,,,,,,,,
26118,かが,,,,,,,,,,,,
