Frequency,Expression,Reading,Meaning,MeaningCount,Exclude1,Exclude2,GenerateKR2JP,GenerateJP2KR,Image,IMM_Sentence,IMM_Image,IMM_Audio,IMM_SourceMedia
1347,もしかしたら,,,,,,,,,,,,
1370,そうだね,,,,,,,,,,,,
1378,既に,,,,,,,,,,,,
1389,なぜか,,,,,,,,,,,,
1425,随分,,,,,,,,,,,,
1428,ども,,,,,,,,,,,,
1467,ど,,,,,,,,,,,,
1475,どうでもいい,,,,,,,,,,,,
1488,ともかく,,,,,,,,,,,,
1508,とんでもない,,,,,,,,,,,,
1516,仲良く,,,,,,,,,,,,
1531,やっぱ,,,,,,,,,,,,
1540,いよいよ,,,,,,,,,,,,
1568,あっさり,,,,,,,,,,,,
1590,もうすぐ,,,,,,,,,,,,
1595,きちんと,,,,,,,,,,,,
1629,少しずつ,,,,,,,,,,,,
1641,ぼんやり,,,,,,,,,,,,
1642,どうにか,,,,,,,,,,,,
1695,同じく,,,,,,,,,,,,
1697,例えば,,,,,,,,,,,,
1705,早速,,,,,,,,,,,,
1720,もしも,,,,,,,,,,,,
1731,あくまで,,,,,,,,,,,,
1733,もともと,,,,,,,,,,,,
1737,こうする,,,,,,,,,,,,
1740,ますます,,,,,,,,,,,,
1749,とっても,,,,,,,,,,,,
1784,たっぷり,,,,,,,,,,,,
1785,わざと,,,,,,,,,,,,
1849,まっすぐ,,,,,,,,,,,,
1850,よろしくお願いします,,,,,,,,,,,,
1851,もうちょっと,,,,,,,,,,,,
1884,どうしようもない,,,,,,,,,,,,
1887,たまたま,,,,,,,,,,,,
1888,だいぶ,,,,,,,,,,,,
1947,もう一つ,,,,,,,,,,,,
1955,そしたら,,,,,,,,,,,,
1995,いかにも,,,,,,,,,,,,
2004,こっそり,,,,,,,,,,,,
2021,幸い,,,,,,,,,,,,
2027,次々,,,,,,,,,,,,
2031,堂々,,,,,,,,,,,,
2037,あえて,,,,,,,,,,,,
2045,ひたすら,,,,,,,,,,,,
2052,かく,,,,,,,,,,,,
2125,ほっと,,,,,,,,,,,,
2127,単に,,,,,,,,,,,,
2138,そうすれば,,,,,,,,,,,,
2152,よほど,,,,,,,,,,,,
2165,どうにも,,,,,,,,,,,,
2181,もういい,,,,,,,,,,,,
2202,だんだん,,,,,,,,,,,,
2210,もう一人,,,,,,,,,,,,
2236,いまだ,,,,,,,,,,,,
2242,なるべく,,,,,,,,,,,,
2256,ぜひ,,,,,,,,,,,,
2277,どうかした,,,,,,,,,,,,
2315,ごく,,,,,,,,,,,,
2333,いかに,,,,,,,,,,,,
2354,のんびり,,,,,,,,,,,,
2357,いったん,,,,,,,,,,,,
2383,せいぜい,,,,,,,,,,,,
2386,よっぽど,,,,,,,,,,,,
2388,案外,,,,,,,,,,,,
2405,どうしたん,,,,,,,,,,,,
2469,いっそ,,,,,,,,,,,,
2502,主に,,,,,,,,,,,,
2523,できるだけ,,,,,,,,,,,,
2535,およそ,,,,,,,,,,,,
2579,そういうもの,,,,,,,,,,,,
2639,どうしたらいい,,,,,,,,,,,,
2659,かえって,,,,,,,,,,,,
2664,じっくり,,,,,,,,,,,,
2667,極めて,,,,,,,,,,,,
2698,大いに,,,,,,,,,,,,
2700,にやっ,,,,,,,,,,,,
2708,よく言う,,,,,,,,,,,,
2737,よくある,,,,,,,,,,,,
2740,こうした,,,,,,,,,,,,
2798,まぁ,,,,,,,,,,,,
2845,何故,,,,,,,,,,,,
2855,元々,,,,,,,,,,,,
2873,恐らく,,,,,,,,,,,,
2893,ちょっ,,,,,,,,,,,,
2894,今更,,,,,,,,,,,,
2992,ドキドキ,,,,,,,,,,,,
3008,ったく,,,,,,,,,,,,
3026,ぎゅっと,,,,,,,,,,,,
3051,充分,,,,,,,,,,,,
3100,めちゃくちゃ,,,,,,,,,,,,
3104,ちらり,,,,,,,,,,,,
3118,無理やり,,,,,,,,,,,,
3130,ひとまず,,,,,,,,,,,,
3162,果たして,,,,,,,,,,,,
3167,どうかな,,,,,,,,,,,,
3175,まあまあ,,,,,,,,,,,,
3200,やたら,,,,,,,,,,,,
3212,一旦,,,,,,,,,,,,
3225,なぜなら,,,,,,,,,,,,
3234,そこそこ,,,,,,,,,,,,
3244,しばし,,,,,,,,,,,,
3254,ぐっと,,,,,,,,,,,,
3255,ギリギリ,,,,,,,,,,,,
3287,何故か,,,,,,,,,,,,
3307,ちょうどいい,,,,,,,,,,,,
3319,ぽい,,,,,,,,,,,,
3343,すぐさま,,,,,,,,,,,,
3352,てっきり,,,,,,,,,,,,
3359,キラキラ,,,,,,,,,,,,
3369,どく,,,,,,,,,,,,
3396,無論,,,,,,,,,,,,
3400,ひょっとして,,,,,,,,,,,,
3429,そうなんです,,,,,,,,,,,,
3434,どう見ても,,,,,,,,,,,,
3442,そうなると,,,,,,,,,,,,
3444,時折,,,,,,,,,,,,
3493,早々,,,,,,,,,,,,
3497,そうなんですか,,,,,,,,,,,,
3508,ちっとも,,,,,,,,,,,,
3516,きっちり,,,,,,,,,,,,
3596,そう言えば,,,,,,,,,,,,
3599,大抵,,,,,,,,,,,,
3632,所詮,,,,,,,,,,,,
3634,さすがは,,,,,,,,,,,,
3649,はっと,,,,,,,,,,,,
3699,ああいう,,,,,,,,,,,,
3721,どう考えても,,,,,,,,,,,,
3723,そうだよね,,,,,,,,,,,,
3728,あくまでも,,,,,,,,,,,,
3740,はっきり言う,,,,,,,,,,,,
3742,そうじゃなくて,,,,,,,,,,,,
3748,どうするか,,,,,,,,,,,,
3760,ホッと,,,,,,,,,,,,
3801,深々,,,,,,,,,,,,
3826,未だ,,,,,,,,,,,,
3828,無理矢理,,,,,,,,,,,,
3846,到底,,,,,,,,,,,,
3853,ハッと,,,,,,,,,,,,
3884,ふっと,,,,,,,,,,,,
3897,にっこり,,,,,,,,,,,,
3923,さも,,,,,,,,,,,,
3926,たちまち,,,,,,,,,,,,
3928,めっちゃ,,,,,,,,,,,,
3937,さほど,,,,,,,,,,,,
3955,とっとと,,,,,,,,,,,,
3963,うっすら,,,,,,,,,,,,
3976,未だに,,,,,,,,,,,,
4027,次々に,,,,,,,,,,,,
4036,ぐるぐる,,,,,,,,,,,,
4040,恐る恐る,,,,,,,,,,,,
4046,すっと,,,,,,,,,,,,
4052,ふわふわ,,,,,,,,,,,,
4083,まさしく,,,,,,,,,,,,
4129,もしや,,,,,,,,,,,,
4141,ただただ,,,,,,,,,,,,
4163,もう一回,,,,,,,,,,,,
4164,いわば,,,,,,,,,,,,
4165,ぽつり,,,,,,,,,,,,
4216,ふわり,,,,,,,,,,,,
4255,きょとん,,,,,,,,,,,,
4280,そうかもしれない,,,,,,,,,,,,
4308,どうか,,,,,,,,,,,,
4327,まして,,,,,,,,,,,,
4342,さっと,,,,,,,,,,,,
4348,現に,,,,,,,,,,,,
4359,たった一人,,,,,,,,,,,,
4366,きっぱり,,,,,,,,,,,,
4401,すっきり,,,,,,,,,,,,
4429,うんざり,,,,,,,,,,,,
4433,ふらふら,,,,,,,,,,,,
4437,なおさら,,,,,,,,,,,,
4443,ハッキリ,,,,,,,,,,,,
4463,そうすると,,,,,,,,,,,,
4470,ろくに,,,,,,,,,,,,
4515,割と,,,,,,,,,,,,
4527,何しろ,,,,,,,,,,,,
4530,いささか,,,,,,,,,,,,
4554,もしかすると,,,,,,,,,,,,
4573,ましてや,,,,,,,,,,,,
4577,突如,,,,,,,,,,,,
4583,どうにかなる,,,,,,,,,,,,
4588,くるり,,,,,,,,,,,,
4602,そういうことか,,,,,,,,,,,,
4606,がっかり,,,,,,,,,,,,
4628,わざとらしい,,,,,,,,,,,,
4646,案の定,,,,,,,,,,,,
4660,ニヤニヤ,,,,,,,,,,,,
4661,一層,,,,,,,,,,,,
4665,よくする,,,,,,,,,,,,
4685,こういった,,,,,,,,,,,,
4687,あらかじめ,,,,,,,,,,,,
4704,にやり,,,,,,,,,,,,
4715,おずおず,,,,,,,,,,,,
4747,むく,,,,,,,,,,,,
4769,うっとり,,,,,,,,,,,,
4787,ぶつ,,,,,,,,,,,,
4808,すかさず,,,,,,,,,,,,
4819,ぐったり,,,,,,,,,,,,
4839,くれぐれも,,,,,,,,,,,,
4856,ゆったり,,,,,,,,,,,,
4874,みるみる,,,,,,,,,,,,
4878,まあね,,,,,,,,,,,,
4886,大して,,,,,,,,,,,,
4893,かろうじて,,,,,,,,,,,,
4906,ぽかん,,,,,,,,,,,,
4937,なんだかんだ,,,,,,,,,,,,
4953,またしても,,,,,,,,,,,,
4962,じっと見る,,,,,,,,,,,,
4981,たった今,,,,,,,,,,,,
5052,ぽん,,,,,,,,,,,,
5066,どうでもよい,,,,,,,,,,,,
5080,どうしたら,,,,,,,,,,,,
5109,あらあら,,,,,,,,,,,,
5119,どうかと思う,,,,,,,,,,,,
5145,ぱっと,,,,,,,,,,,,
5148,おそらくは,,,,,,,,,,,,
5154,ニコニコ,,,,,,,,,,,,
5162,すっ,,,,,,,,,,,,
5174,例え,,,,,,,,,,,,
5175,ひっそり,,,,,,,,,,,,
5184,ついさっき,,,,,,,,,,,,
5188,くるくる,,,,,,,,,,,,
5214,よくよく,,,,,,,,,,,,
5232,一向に,,,,,,,,,,,,
5233,なおも,,,,,,,,,,,,
5247,どうにもならない,,,,,,,,,,,,
5261,ざっと,,,,,,,,,,,,
5264,ぶつぶつ,,,,,,,,,,,,
5272,すぐにでも,,,,,,,,,,,,
5287,ぴたり,,,,,,,,,,,,
5289,ニヤリ,,,,,,,,,,,,
5300,ともあれ,,,,,,,,,,,,
5317,ぐるりと,,,,,,,,,,,,
5320,よく見ると,,,,,,,,,,,,
5353,しみじみ,,,,,,,,,,,,
5370,いまいち,,,,,,,,,,,,
5412,延々,,,,,,,,,,,,
5431,パッと,,,,,,,,,,,,
5454,ついつい,,,,,,,,,,,,
5485,よくやった,,,,,,,,,,,,
5493,どうだい,,,,,,,,,,,,
5505,そうですが,,,,,,,,,,,,
5511,まだしも,,,,,,,,,,,,
5546,あいにく,,,,,,,,,,,,
5550,しきりに,,,,,,,,,,,,
5578,さながら,,,,,,,,,,,,
5597,ポン,,,,,,,,,,,,
5598,ほんのり,,,,,,,,,,,,
5606,どうと,,,,,,,,,,,,
5647,当分,,,,,,,,,,,,
5655,ドン,,,,,,,,,,,,
5659,おもむろに,,,,,,,,,,,,
5672,もとより,,,,,,,,,,,,
5690,つくづく,,,,,,,,,,,,
5769,ぞっと,,,,,,,,,,,,
5771,どうせなら,,,,,,,,,,,,
5820,ことごとく,,,,,,,,,,,,
5843,すんなり,,,,,,,,,,,,
5847,ちょい,,,,,,,,,,,,
5852,しばらくの間,,,,,,,,,,,,
5869,どく,,,,,,,,,,,,
5899,なるだけ,,,,,,,,,,,,
5913,どうかしら,,,,,,,,,,,,
5936,しょっちゅう,,,,,,,,,,,,
5937,さらり,,,,,,,,,,,,
5949,ひらひら,,,,,,,,,,,,
5950,即,,,,,,,,,,,,
5952,必ずしも,,,,,,,,,,,,
5991,そうでなければ,,,,,,,,,,,,
6021,どうしたものか,,,,,,,,,,,,
6033,渋々,,,,,,,,,,,,
6075,しばしば,,,,,,,,,,,,
6086,わくわく,,,,,,,,,,,,
6124,そわそわ,,,,,,,,,,,,
6131,至極,,,,,,,,,,,,
6143,ちらちら,,,,,,,,,,,,
6175,こうなると,,,,,,,,,,,,
6179,ばっちり,,,,,,,,,,,,
6183,どうしたって,,,,,,,,,,,,
6189,じわじわ,,,,,,,,,,,,
6232,数多く,,,,,,,,,,,,
6233,さらさら,,,,,,,,,,,,
6250,バタバタ,,,,,,,,,,,,
6259,さぞ,,,,,,,,,,,,
6261,ワクワク,,,,,,,,,,,,
6354,できる限り,,,,,,,,,,,,
6432,じりじり,,,,,,,,,,,,
6467,どういたしまして,,,,,,,,,,,,
6477,こそこそ,,,,,,,,,,,,
6495,ずーっと,,,,,,,,,,,,
6501,しばらくすると,,,,,,,,,,,,
6606,ちと,,,,,,,,,,,,
6626,ゆらゆら,,,,,,,,,,,,
6632,すぐそば,,,,,,,,,,,,
6634,くっきり,,,,,,,,,,,,
6636,いたって,,,,,,,,,,,,
6651,そうかい,,,,,,,,,,,,
6675,極力,,,,,,,,,,,,
6684,すっぽり,,,,,,,,,,,,
6695,ずる,,,,,,,,,,,,
6704,うろうろ,,,,,,,,,,,,
6744,ぐっすり,,,,,,,,,,,,
6770,ちょうどよい,,,,,,,,,,,,
6785,どっと,,,,,,,,,,,,
6789,そそくさ,,,,,,,,,,,,
6800,よりによって,,,,,,,,,,,,
6871,あたかも,,,,,,,,,,,,
6876,またまた,,,,,,,,,,,,
6878,直ちに,,,,,,,,,,,,
6946,そうとも,,,,,,,,,,,,
6950,まんまと,,,,,,,,,,,,
6993,どうやったら,,,,,,,,,,,,
7006,そう,,,,,,,,,,,,
7099,依然として,,,,,,,,,,,,
7100,然,,,,,,,,,,,,
7117,元来,,,,,,,,,,,,
7148,どうしてる,,,,,,,,,,,,
7159,そうでない,,,,,,,,,,,,
7169,一端,,,,,,,,,,,,
7202,ありあり,,,,,,,,,,,,
7256,たびたび,,,,,,,,,,,,
7271,生き生き,,,,,,,,,,,,
7435,勿論,,,,,,,,,,,,
7444,流石に,,,,,,,,,,,,
7535,なにせ,,,,,,,,,,,,
7561,ちん,,,,,,,,,,,,
7565,くすくす,,,,,,,,,,,,
7620,丁度,,,,,,,,,,,,
7622,中々,,,,,,,,,,,,
7629,折角,,,,,,,,,,,,
7683,ひょっとしたら,,,,,,,,,,,,
7709,ちょっぴり,,,,,,,,,,,,
7713,ぎょっと,,,,,,,,,,,,
7743,ちょいと,,,,,,,,,,,,
7751,きゅっと,,,,,,,,,,,,
7768,流石,,,,,,,,,,,,
7783,もじもじ,,,,,,,,,,,,
7784,暫く,,,,,,,,,,,,
7829,こくり,,,,,,,,,,,,
7835,またも,,,,,,,,,,,,
7859,ぼーっと,,,,,,,,,,,,
7897,何せ,,,,,,,,,,,,
7962,ぶっ,,,,,,,,,,,,
7977,きょろきょろ,,,,,,,,,,,,
8017,どのみち,,,,,,,,,,,,
8019,ぶんぶん,,,,,,,,,,,,
8023,ごくり,,,,,,,,,,,,
8050,あんま,,,,,,,,,,,,
8085,たん,,,,,,,,,,,,
8095,バッチリ,,,,,,,,,,,,
8103,ぼうっと,,,,,,,,,,,,
8149,ギュッと,,,,,,,,,,,,
8161,出来るだけ,,,,,,,,,,,,
8170,一際,,,,,,,,,,,,
8189,おおよそ,,,,,,,,,,,,
8200,そういうことなら,,,,,,,,,,,,
8203,ぐちゃぐちゃ,,,,,,,,,,,,
8214,がっくり,,,,,,,,,,,,
8219,遂に,,,,,,,,,,,,
8225,ひんやり,,,,,,,,,,,,
8227,ひとしきり,,,,,,,,,,,,
8235,グッと,,,,,,,,,,,,
8258,ぴくり,,,,,,,,,,,,
8259,ビクビク,,,,,,,,,,,,
8286,そういや,,,,,,,,,,,,
8294,するり,,,,,,,,,,,,
8353,しょんぼり,,,,,,,,,,,,
8372,チラリ,,,,,,,,,,,,
8382,たった一つ,,,,,,,,,,,,
8416,たま,,,,,,,,,,,,
8426,辛うじて,,,,,,,,,,,,
8474,ずるずる,,,,,,,,,,,,
8476,敢えて,,,,,,,,,,,,
8491,まじまじ,,,,,,,,,,,,
8504,もぐもぐ,,,,,,,,,,,,
8511,ゴロゴロ,,,,,,,,,,,,
8515,むっと,,,,,,,,,,,,
8523,ぐいぐい,,,,,,,,,,,,
8526,なぜだか,,,,,,,,,,,,
8563,フラフラ,,,,,,,,,,,,
8565,恐らくは,,,,,,,,,,,,
8577,ガンガン,,,,,,,,,,,,
8598,ぽんぽん,,,,,,,,,,,,
8612,スッキリ,,,,,,,,,,,,
8614,しっとり,,,,,,,,,,,,
8617,わっと,,,,,,,,,,,,
8622,キョロキョロ,,,,,,,,,,,,
8634,ずらり,,,,,,,,,,,,
8643,びくりと,,,,,,,,,,,,
8648,ちょこん,,,,,,,,,,,,
8657,ぞろぞろ,,,,,,,,,,,,
8668,ちらっと,,,,,,,,,,,,
8670,にこり,,,,,,,,,,,,
8674,じゃん,,,,,,,,,,,,
8698,無茶苦茶,,,,,,,,,,,,
8707,チラチラ,,,,,,,,,,,,
8728,がっちり,,,,,,,,,,,,
8729,ひょいと,,,,,,,,,,,,
8735,もやもや,,,,,,,,,,,,
8740,余程,,,,,,,,,,,,
8775,そうみたい,,,,,,,,,,,,
8799,ぶるぶる,,,,,,,,,,,,
8804,ぽっかり,,,,,,,,,,,,
8851,たん,,,,,,,,,,,,
8862,数多,,,,,,,,,,,,
8863,スッと,,,,,,,,,,,,
8874,真逆,,,,,,,,,,,,
8904,せめてもの,,,,,,,,,,,,
8912,ぽつん,,,,,,,,,,,,
8941,びっしり,,,,,,,,,,,,
8947,またもや,,,,,,,,,,,,
8952,尚更,,,,,,,,,,,,
8961,ブツブツ,,,,,,,,,,,,
8997,ぐずぐず,,,,,,,,,,,,
8998,次いで,,,,,,,,,,,,
9007,ピタリ,,,,,,,,,,,,
9051,ぶらぶら,,,,,,,,,,,,
9055,必ずや,,,,,,,,,,,,
9088,だらだら,,,,,,,,,,,,
9091,ぺこり,,,,,,,,,,,,
9137,まじまじと見る,,,,,,,,,,,,
9168,滅茶苦茶,,,,,,,,,,,,
9172,ごちゃごちゃ,,,,,,,,,,,,
9181,薄々,,,,,,,,,,,,
9228,ざわざわ,,,,,,,,,,,,
9240,ぐりぐり,,,,,,,,,,,,
9251,ちっと,,,,,,,,,,,,
9269,さぞかし,,,,,,,,,,,,
9278,ぼそり,,,,,,,,,,,,
9328,よりにもよって,,,,,,,,,,,,
9333,最早,,,,,,,,,,,,
9335,いっそのこと,,,,,,,,,,,,
9355,くすりと,,,,,,,,,,,,
9374,長々,,,,,,,,,,,,
9389,べったり,,,,,,,,,,,,
9408,ずうっと,,,,,,,,,,,,
9443,じわり,,,,,,,,,,,,
9454,かくして,,,,,,,,,,,,
9455,そういうもん,,,,,,,,,,,,
9476,よもや,,,,,,,,,,,,
9534,どうしますか,,,,,,,,,,,,
9539,にっこり笑う,,,,,,,,,,,,
9587,突如として,,,,,,,,,,,,
9598,続々,,,,,,,,,,,,
9614,さらっと,,,,,,,,,,,,
9620,そうしないと,,,,,,,,,,,,
9621,やんわり,,,,,,,,,,,,
9624,しごく,,,,,,,,,,,,
9636,そうかもしれません,,,,,,,,,,,,
9662,もう一方,,,,,,,,,,,,
9664,じんわり,,,,,,,,,,,,
9716,どうこう,,,,,,,,,,,,
9725,ごくごく,,,,,,,,,,,,
9747,是非とも,,,,,,,,,,,,
9768,ふんわり,,,,,,,,,,,,
9796,すらり,,,,,,,,,,,,
9806,いそいそ,,,,,,,,,,,,
9817,わん,,,,,,,,,,,,
9819,もうすっかり,,,,,,,,,,,,
9831,よろよろ,,,,,,,,,,,,
9846,そうはいかない,,,,,,,,,,,,
9864,よろしくお願いいたします,,,,,,,,,,,,
9883,せっせと,,,,,,,,,,,,
9892,あながち,,,,,,,,,,,,
9907,どうあれ,,,,,,,,,,,,
9952,ひそひそ,,,,,,,,,,,,
9957,ピンとくる,,,,,,,,,,,,
9964,イチャイチャ,,,,,,,,,,,,
9978,しっくりくる,,,,,,,,,,,,
9997,ピンと,,,,,,,,,,,,
10011,もぞもぞ,,,,,,,,,,,,
10031,丁度いい,,,,,,,,,,,,
10039,多々,,,,,,,,,,,,
10050,ちらほら,,,,,,,,,,,,
10113,バリバリ,,,,,,,,,,,,
10118,がっしり,,,,,,,,,,,,
10123,ぐいっと,,,,,,,,,,,,
10156,ギリギリまで,,,,,,,,,,,,
10173,おろおろ,,,,,,,,,,,,
10196,ポカン,,,,,,,,,,,,
10203,よくあること,,,,,,,,,,,,
10222,いち早く,,,,,,,,,,,,
10229,ひらり,,,,,,,,,,,,
10237,強いて,,,,,,,,,,,,
10248,のろのろ,,,,,,,,,,,,
10274,ぱたぱた,,,,,,,,,,,,
10301,幾ら,,,,,,,,,,,,
10328,しんと,,,,,,,,,,,,
10340,急遽,,,,,,,,,,,,
10341,こう言う,,,,,,,,,,,,
10357,ぷるぷる,,,,,,,,,,,,
10360,びくっと,,,,,,,,,,,,
10391,ピリピリ,,,,,,,,,,,,
10429,前もって,,,,,,,,,,,,
10464,まったくもって,,,,,,,,,,,,
10471,ねっとり,,,,,,,,,,,,
10480,ポンポン,,,,,,,,,,,,
10486,重々,,,,,,,,,,,,
10501,別段,,,,,,,,,,,,
10503,ピクリ,,,,,,,,,,,,
10504,はたまた,,,,,,,,,,,,
10523,パタパタ,,,,,,,,,,,,
10546,まるっきり,,,,,,,,,,,,
10547,とりわけ,,,,,,,,,,,,
10548,つと,,,,,,,,,,,,
10576,ぱちぱち,,,,,,,,,,,,
10599,直ぐに,,,,,,,,,,,,
10639,一番上,,,,,,,,,,,,
10663,ひょっとすると,,,,,,,,,,,,
10664,難なく,,,,,,,,,,,,
10676,全うする,,,,,,,,,,,,
10702,いくら何でも,,,,,,,,,,,,
10719,より一層,,,,,,,,,,,,
10761,ビクッと,,,,,,,,,,,,
10764,しれっと,,,,,,,,,,,,
10765,度々,,,,,,,,,,,,
10791,ぎゅう,,,,,,,,,,,,
10811,すうっと,,,,,,,,,,,,
10845,どうだっていい,,,,,,,,,,,,
10859,バン,,,,,,,,,,,,
10862,ども,,,,,,,,,,,,
10881,ふらり,,,,,,,,,,,,
10902,ゆらり,,,,,,,,,,,,
10915,なおかつ,,,,,,,,,,,,
10968,ムッと,,,,,,,,,,,,
10980,もっぱら,,,,,,,,,,,,
10988,何だかんだ,,,,,,,,,,,,
10998,もうじき,,,,,,,,,,,,
11020,断然,,,,,,,,,,,,
11026,根こそぎ,,,,,,,,,,,,
11035,ちょくちょく,,,,,,,,,,,,
11093,こほん,,,,,,,,,,,,
11104,カッと,,,,,,,,,,,,
11118,ちょいちょい,,,,,,,,,,,,
11164,こくこく,,,,,,,,,,,,
11200,ゾッと,,,,,,,,,,,,
11204,ぱちくり,,,,,,,,,,,,
11217,ニッコリ,,,,,,,,,,,,
11225,びくん,,,,,,,,,,,,
11241,ポツリ,,,,,,,,,,,,
11246,すこぶる,,,,,,,,,,,,
11255,おどおど,,,,,,,,,,,,
11264,かつてない,,,,,,,,,,,,
11282,あたふた,,,,,,,,,,,,
11287,ガチャ,,,,,,,,,,,,
11301,コツコツ,,,,,,,,,,,,
11319,高々,,,,,,,,,,,,
11334,思い思い,,,,,,,,,,,,
11382,ふわっと,,,,,,,,,,,,
11387,コンコン,,,,,,,,,,,,
11393,キッと,,,,,,,,,,,,
11406,コソコソ,,,,,,,,,,,,
11440,ひょっこり,,,,,,,,,,,,
11468,どうでも良い,,,,,,,,,,,,
11481,ドキッと,,,,,,,,,,,,
11498,丸まる,,,,,,,,,,,,
11509,勢,,,,,,,,,,,,
11514,よく考えたら,,,,,,,,,,,,
11519,どんより,,,,,,,,,,,,
11543,長らく,,,,,,,,,,,,
11552,にゃん,,,,,,,,,,,,
11558,くらくら,,,,,,,,,,,,
11564,パチパチ,,,,,,,,,,,,
11624,どうとでも,,,,,,,,,,,,
11626,しげしげ,,,,,,,,,,,,
11630,じっとり,,,,,,,,,,,,
11631,ばったり,,,,,,,,,,,,
11666,ボーッと,,,,,,,,,,,,
11683,出来る限り,,,,,,,,,,,,
11707,ぼそぼそ,,,,,,,,,,,,
11733,キョトン,,,,,,,,,,,,
11748,ぽつぽつ,,,,,,,,,,,,
11812,ビリビリ,,,,,,,,,,,,
